invoice_id,vendor_id,vendor_name,department,category,amount,currency,payment_method,invoice_date,payment_hour,approved_by,notes,is_duplicate,is_near_duplicate,is_policy_violation,is_off_hours,is_ghost_vendor,is_fraud_exemplar,fraud_label,embedding_text
44e6e272-8dfb-439b-bc8a-3a65896261d6,282ee935-f62d-4e81-a4ad-33251ee62e18,Taylor-White,Finance,Equipment,7315.83,USD,Corporate Card,2026-06-06,18,Kendra Contreras,Federal professional voice care break blood network.,False,False,False,False,False,False,0,Vendor Taylor-White | dept Finance | Equipment | amount 7315.83 USD | paid via Corporate Card at hour 18 | Federal professional voice care break blood network.
d80292a4-654b-4760-8e6b-bdb56271cf8a,143cc10b-16b7-4e43-98a5-0ed1785c4dc8,Anderson-Brewer,Marketing,Marketing,34784.59,USD,Wire,2026-01-31,15,Jason Powell,Never court professor here security.,False,False,False,False,False,False,0,Vendor Anderson-Brewer | dept Marketing | Marketing | amount 34784.59 USD | paid via Wire at hour 15 | Never court professor here security.
33c9a5db-ef27-4fb9-ae94-fdff80af8735,7cb55000-a09b-41f7-81fc-9a96003dbc23,Davis-Abbott,Finance,Travel,26147.55,USD,Cheque,2026-01-08,14,Jennifer Bass,Expert involve oil pressure let.,False,False,False,False,False,False,0,Vendor Davis-Abbott | dept Finance | Travel | amount 26147.55 USD | paid via Cheque at hour 14 | Expert involve oil pressure let.
9f829b85-b5e7-4829-88c2-68d35bff96c1,282ee935-f62d-4e81-a4ad-33251ee62e18,Taylor-White,Finance,Equipment,59057.83,USD,ACH,2026-02-26,8,John Santana,Probably exist professional people.,False,False,False,False,False,False,0,Vendor Taylor-White | dept Finance | Equipment | amount 59057.83 USD | paid via ACH at hour 8 | Probably exist professional people.
927e6cc2-5735-4162-bc49-3aa1e80d372f,0505c3d4-c5a6-47d3-bfba-98f3f0b6c38e,"Stewart, Green and Santiago",IT,Software,15295.05,USD,Wire,2025-12-25,16,Cynthia Collins,Challenge animal worker particularly shoulder.,False,False,False,False,False,False,0,"Vendor Stewart, Green and Santiago | dept IT | Software | amount 15295.05 USD | paid via Wire at hour 16 | Challenge animal worker particularly shoulder."
0ef8cf90-ba2d-455a-9c49-3ab55c057fa3,ada3434a-a6d0-466b-92c8-b5569d96c34a,"Walter, Edwards and Rios",Operations,Consulting,15363.48,USD,ACH,2026-03-01,15,Laura Higgins,Manager during prevent accept seem show.,False,False,False,False,False,False,0,"Vendor Walter, Edwards and Rios | dept Operations | Consulting | amount 15363.48 USD | paid via ACH at hour 15 | Manager during prevent accept seem show."
f18f652e-a022-4f09-ba5d-da4f66238742,7cb55000-a09b-41f7-81fc-9a96003dbc23,Davis-Abbott,IT,Travel,39302.62,USD,ACH,2025-12-27,9,Christopher Rubio,Let newspaper true building card let most.,False,False,False,False,False,False,0,Vendor Davis-Abbott | dept IT | Travel | amount 39302.62 USD | paid via ACH at hour 9 | Let newspaper true building card let most.
6c97b70f-90d3-4daf-b90b-714b3a09e192,d78e7543-d307-4e2f-a856-0ebb892c264e,Galloway-Wyatt,Operations,Software,29395.65,USD,Wire,2026-03-20,14,Pedro Ramos,Interview trade knowledge city technology late seem.,False,False,False,False,False,False,0,Vendor Galloway-Wyatt | dept Operations | Software | amount 29395.65 USD | paid via Wire at hour 14 | Interview trade knowledge city technology late seem.
cd7baa33-e3d3-4a9f-afd8-e2724751470c,8f6ba412-0dcd-408a-98dd-1d962e196c3e,"Rodriguez, Figueroa and Sanchez",Operations,Services,16279.58,USD,Cheque,2026-05-10,12,Richard Washington,Ever back experience even floor.,False,False,False,False,False,False,0,"Vendor Rodriguez, Figueroa and Sanchez | dept Operations | Services | amount 16279.58 USD | paid via Cheque at hour 12 | Ever back experience even floor."
c2cbcd27-98e8-40f3-aa19-5a66f1ece5b1,7a1413f4-ae15-4303-b40e-2ff0a0c6b20b,"Fitzgerald, Brown and Edwards",Marketing,Services,39881.34,USD,Cheque,2026-03-16,10,David Benson,Ask imagine my indeed deal.,False,False,False,False,False,False,0,"Vendor Fitzgerald, Brown and Edwards | dept Marketing | Services | amount 39881.34 USD | paid via Cheque at hour 10 | Ask imagine my indeed deal."
61845912-e68c-4495-9b99-90091e41b753,c4b857fb-accb-4f1d-82a4-fdb8d3d1685e,"Santos, Gardner and Robinson",Marketing,Software,170993.74,USD,ACH,2026-02-22,13,Lauren Dominguez,Herself accept goal send table well industry.,False,False,True,False,False,False,1,"Vendor Santos, Gardner and Robinson | dept Marketing | Software | amount 170993.74 USD | paid via ACH at hour 13 | Herself accept goal send table well industry."
791632b4-3d92-42e4-8095-ca2fcc7bb5b4,0028cb3f-84d1-41cd-8074-e88468e9a952,Harvey Group,Marketing,Travel,72912.56,USD,ACH,2026-04-23,10,Lindsey Walker,Event magazine home protect something.,False,False,True,False,False,False,1,Vendor Harvey Group | dept Marketing | Travel | amount 72912.56 USD | paid via ACH at hour 10 | Event magazine home protect something.
96ada422-f63f-4071-abe8-e60269764a77,2192127e-d671-4030-ac79-cdf0f5fb6dcf,Smith-Bowen,IT,Services,56524.97,USD,Wire,2026-04-19,17,Tamara Hooper,Agree hour north agree poor career left.,False,False,False,False,False,False,0,Vendor Smith-Bowen | dept IT | Services | amount 56524.97 USD | paid via Wire at hour 17 | Agree hour north agree poor career left.
de39418f-369e-4436-a1c9-ab38d75949e4,ffc059ff-f27d-4c09-bf92-a5f0d67bfbc7,"Gill, Romero and Rodriguez",Finance,Consulting,35228.5,USD,Corporate Card,2025-12-17,12,Daniel Murphy,Everything week instead strong like see.,False,False,False,False,False,False,0,"Vendor Gill, Romero and Rodriguez | dept Finance | Consulting | amount 35228.5 USD | paid via Corporate Card at hour 12 | Everything week instead strong like see."
675a0b2a-b546-432d-bd4d-4d957d8bde96,1a279ff5-b52d-4cbb-8b19-b98822bd86a9,"Robinson, Nguyen and Tate",Sales,Equipment,24049.26,USD,Corporate Card,2025-12-17,15,Courtney Jones,Senior wear current.,False,False,False,False,False,False,0,"Vendor Robinson, Nguyen and Tate | dept Sales | Equipment | amount 24049.26 USD | paid via Corporate Card at hour 15 | Senior wear current."
32614aef-3d22-4635-828c-664383db4beb,635d06bd-4e2a-46e6-bee0-75921ef03e88,Blake and Sons,IT,Travel,27767.99,USD,ACH,2025-12-11,9,Cameron Caldwell,Way let eight hard paper white responsibility.,False,False,False,False,False,False,0,Vendor Blake and Sons | dept IT | Travel | amount 27767.99 USD | paid via ACH at hour 9 | Way let eight hard paper white responsibility.
90735c5b-f66d-4f50-bcf0-58439755d7c7,213d74ce-390b-4520-822f-0cd7f1c5c937,Miller-Carter,Sales,Travel,52911.42,USD,Wire,2026-04-29,13,Eric Lane,Office traditional heart walk cup.,False,False,False,False,False,False,0,Vendor Miller-Carter | dept Sales | Travel | amount 52911.42 USD | paid via Wire at hour 13 | Office traditional heart walk cup.
e137a132-85c1-484f-aa34-54383246d58c,0b42ebf4-9bf3-4af8-a042-3635234269c5,Lam-Hayes,Finance,Office Supplies,18499.77,USD,ACH,2026-03-26,18,Dana Terry,Sure outside building worker site.,False,False,False,False,False,False,0,Vendor Lam-Hayes | dept Finance | Office Supplies | amount 18499.77 USD | paid via ACH at hour 18 | Sure outside building worker site.
f48f4af2-4747-4de7-94ae-bba0b8a812b7,4aa00b85-929f-48ca-94c6-5f8564294040,Mcbride-Rodriguez,IT,Software,56366.34,USD,Wire,2026-02-09,12,Jacob Hunter,Actually information majority item gun through.,False,False,False,False,False,False,0,Vendor Mcbride-Rodriguez | dept IT | Software | amount 56366.34 USD | paid via Wire at hour 12 | Actually information majority item gun through.
228ca096-1b54-4542-aa77-6838b4533c92,0134efee-1514-4d24-a2a5-fce4e4aa44ab,Smith-Spencer,HR,Office Supplies,16704.72,USD,Wire,2026-03-02,13,Christopher Boyd,Pattern try simple let stay.,False,False,False,False,False,False,0,Vendor Smith-Spencer | dept HR | Office Supplies | amount 16704.72 USD | paid via Wire at hour 13 | Pattern try simple let stay.
bc0b5cc2-9f13-4b0d-911f-d89f2c00ea38,1ca541fc-8e14-46cd-9b3f-9949ced2da1f,Trujillo Group,Marketing,Marketing,29567.65,USD,ACH,2026-03-26,9,David Michael,Think during let particular her.,False,False,False,False,False,False,0,Vendor Trujillo Group | dept Marketing | Marketing | amount 29567.65 USD | paid via ACH at hour 9 | Think during let particular her.
9834120a-8029-4c3c-b45e-d423f81b9dd1,16c163d9-fcf9-4437-89e7-83d8fb2013e1,Hall PLC,IT,Software,20346.61,USD,Wire,2025-12-13,18,Catherine Lewis,Future they red everybody act.,False,False,False,False,False,False,0,Vendor Hall PLC | dept IT | Software | amount 20346.61 USD | paid via Wire at hour 18 | Future they red everybody act.
763f68fe-0a3e-4f5d-b456-5cf99fa242ea,a9887757-db3e-40ac-b3b0-95384cd80b94,"Sellers, George and Burns",Marketing,Software,227790.21,USD,ACH,2026-05-30,9,Nathan Freeman,Real position make society behavior.,False,False,True,False,False,False,1,"Vendor Sellers, George and Burns | dept Marketing | Software | amount 227790.21 USD | paid via ACH at hour 9 | Real position make society behavior."
ba76e06c-1408-4e39-87ce-2e77a624bce6,0b42ebf4-9bf3-4af8-a042-3635234269c5,Lam-Hayes,IT,Office Supplies,50158.4,USD,Wire,2026-01-17,14,Elizabeth Perkins,Network gas you nearly goal law fill.,False,False,False,False,False,False,0,Vendor Lam-Hayes | dept IT | Office Supplies | amount 50158.4 USD | paid via Wire at hour 14 | Network gas you nearly goal law fill.
10181ad2-3bb8-4427-9500-c43daff12b77,885f18ed-c2ef-480a-9844-d922d9464292,Smith PLC,IT,Services,53986.02,USD,Wire,2026-01-19,18,Emily Newton,Course school everybody operation.,False,False,False,False,False,False,0,Vendor Smith PLC | dept IT | Services | amount 53986.02 USD | paid via Wire at hour 18 | Course school everybody operation.
e09c56f7-339b-4476-90c1-27b9b04d4922,12d06bea-47bc-43fc-8ee8-a8c7ed0d8792,"Stanley, Tucker and Lee",Marketing,Consulting,53106.01,USD,Cheque,2026-04-26,17,Veronica Wall,Dinner conference add move ever.,False,False,False,False,False,False,0,"Vendor Stanley, Tucker and Lee | dept Marketing | Consulting | amount 53106.01 USD | paid via Cheque at hour 17 | Dinner conference add move ever."
c25136b1-ea1d-4e3b-bf98-bbc9b5c1adb8,1a279ff5-b52d-4cbb-8b19-b98822bd86a9,"Robinson, Nguyen and Tate",HR,Equipment,199947.25,USD,Wire,2026-06-04,14,Melissa Martinez,Bill activity expect long future whole education.,False,False,True,False,False,False,1,"Vendor Robinson, Nguyen and Tate | dept HR | Equipment | amount 199947.25 USD | paid via Wire at hour 14 | Bill activity expect long future whole education."
feea141e-183e-4494-b865-c5bc91782158,08a32a6f-0989-480f-8ca8-9545c298f00e,Ibarra-Suarez,Operations,Software,48232.99,USD,Wire,2026-05-14,12,Austin Vasquez,Picture approach chance none fight yes budget.,False,False,False,False,False,False,0,Vendor Ibarra-Suarez | dept Operations | Software | amount 48232.99 USD | paid via Wire at hour 12 | Picture approach chance none fight yes budget.
86062922-1e2a-4cfe-8e57-2cb0964f97bb,3a0db054-91e3-4bc0-a6a3-e63610261cce,Mack-Peterson,IT,Services,51586.3,USD,Wire,2026-04-26,11,Rachel Perez,Herself training father open investment notice art.,False,False,False,False,False,False,0,Vendor Mack-Peterson | dept IT | Services | amount 51586.3 USD | paid via Wire at hour 11 | Herself training father open investment notice art.
915fbc26-0000-4cce-982b-dbbed4ba4b5f,eaf59706-b441-4942-b707-73fdbb8a1d7b,"Richards, Hurst and Ross",HR,Software,13763.95,USD,Wire,2026-06-01,14,Phillip Garrett,Produce church community avoid able.,False,False,False,False,False,False,0,"Vendor Richards, Hurst and Ross | dept HR | Software | amount 13763.95 USD | paid via Wire at hour 14 | Produce church community avoid able."
08e6383b-a9b1-4134-851e-ebaa1e476eab,12d06bea-47bc-43fc-8ee8-a8c7ed0d8792,"Stanley, Tucker and Lee",Sales,Consulting,21393.19,USD,Cheque,2026-02-28,18,Doris Hall,Reflect law reach under skin.,False,False,False,False,False,False,0,"Vendor Stanley, Tucker and Lee | dept Sales | Consulting | amount 21393.19 USD | paid via Cheque at hour 18 | Reflect law reach under skin."
27d18c14-69ed-4b74-91f6-eb1ca3be099f,f4c7ba19-7d12-48f6-bbe6-15b6b237da9e,"Yang, Gardner and Garza",IT,Services,52683.79,USD,Corporate Card,2026-04-01,10,Taylor Coleman,Different chance enter central arrive society organization.,False,False,False,False,False,False,0,"Vendor Yang, Gardner and Garza | dept IT | Services | amount 52683.79 USD | paid via Corporate Card at hour 10 | Different chance enter central arrive society organization."
8ac53368-c4a3-4021-91e9-835aee26878e,16c163d9-fcf9-4437-89e7-83d8fb2013e1,Hall PLC,IT,Software,35995.99,USD,Corporate Card,2026-05-07,13,Jessica Harrison,Record wall matter management ball.,False,False,False,False,False,False,0,Vendor Hall PLC | dept IT | Software | amount 35995.99 USD | paid via Corporate Card at hour 13 | Record wall matter management ball.
2ae96f03-f279-4bd2-a9c1-5364c0978fe4,79c2342f-3abd-4652-8675-1f559139e932,Blair PLC,Operations,Services,142850.93,USD,Wire,2025-12-15,12,Frank Wright,Director purpose team onto.,False,False,True,False,False,False,1,Vendor Blair PLC | dept Operations | Services | amount 142850.93 USD | paid via Wire at hour 12 | Director purpose team onto.
33fae426-592d-4908-9552-75238e4d0cf5,ecd9442f-4b64-4a9d-9d05-3d4fe24ea154,"Calhoun, Schmidt and Brown",Marketing,Consulting,41368.0,USD,Wire,2025-12-11,13,Samantha Johnston,Like prepare trouble consider.,False,False,False,False,False,False,0,"Vendor Calhoun, Schmidt and Brown | dept Marketing | Consulting | amount 41368.0 USD | paid via Wire at hour 13 | Like prepare trouble consider."
52299861-1f17-435b-a75b-6be63c196723,11f45c2e-3cb3-4c14-aa85-c759870edeaf,Medina PLC,Sales,Services,37577.75,USD,ACH,2026-03-25,12,Katherine Davis,Impact fly bit claim in many.,False,False,False,False,False,False,0,Vendor Medina PLC | dept Sales | Services | amount 37577.75 USD | paid via ACH at hour 12 | Impact fly bit claim in many.
5b0fbc0e-b378-4ab6-9637-db9af11cfedd,4cd27438-060b-4cbb-81d5-38ea7e742100,Hicks Inc,Operations,Equipment,41983.9,USD,Wire,2026-04-08,11,Philip Johnson,Fire follow wife identify.,False,False,False,False,False,False,0,Vendor Hicks Inc | dept Operations | Equipment | amount 41983.9 USD | paid via Wire at hour 11 | Fire follow wife identify.
cf5b090e-ff48-433a-bfbd-476c2650a611,282ee935-f62d-4e81-a4ad-33251ee62e18,Taylor-White,Finance,Equipment,54216.93,USD,Corporate Card,2026-03-12,2,Mary Daniels MD,Million performance material kind appear.,False,False,False,True,False,False,1,Vendor Taylor-White | dept Finance | Equipment | amount 54216.93 USD | paid via Corporate Card at hour 2 | Million performance material kind appear.
3ae75d03-d632-4126-b616-6325d7945d02,89010872-8ef7-4520-8191-aeeb7e8437c7,Lynch and Sons,Operations,Travel,47252.65,USD,Corporate Card,2026-01-25,15,Dwayne Gilmore,Building win participant dream citizen nearly need.,False,False,False,False,False,False,0,Vendor Lynch and Sons | dept Operations | Travel | amount 47252.65 USD | paid via Corporate Card at hour 15 | Building win participant dream citizen nearly need.
8c9dea7b-6957-44e9-a761-c51fa455472a,ac343645-6ed0-417d-898e-2c48859cb036,Rose-Obrien,Operations,Consulting,47727.26,USD,Wire,2025-12-25,18,Susan Murray MD,Marriage respond meeting event.,False,False,False,False,False,False,0,Vendor Rose-Obrien | dept Operations | Consulting | amount 47727.26 USD | paid via Wire at hour 18 | Marriage respond meeting event.
d8e928aa-9de0-4699-bcbf-3292c15bebb5,5a680b5e-b210-4083-a6d1-591b0b04720c,Hopkins LLC,Marketing,Marketing,20443.7,USD,Wire,2026-05-09,18,Mrs. Kristen Reyes,Meet these tell everybody so increase various meet.,False,False,False,False,False,False,0,Vendor Hopkins LLC | dept Marketing | Marketing | amount 20443.7 USD | paid via Wire at hour 18 | Meet these tell everybody so increase various meet.
a2ef9ca3-3b60-4de9-b687-28c4dc0b4a63,b282b075-04eb-4f29-8c56-95506e77fb47,Ray-Bush,IT,Consulting,3249.72,USD,Cheque,2026-05-07,17,Edwin Matthews,Tend land machine forward several help usually.,False,False,False,False,False,False,0,Vendor Ray-Bush | dept IT | Consulting | amount 3249.72 USD | paid via Cheque at hour 17 | Tend land machine forward several help usually.
8cb96fab-44ee-439c-bfd8-3a90529622db,ffc059ff-f27d-4c09-bf92-a5f0d67bfbc7,"Gill, Romero and Rodriguez",Finance,Consulting,34752.42,USD,Cheque,2026-05-16,15,Mrs. Janet Chase,Analysis seat relate specific history professional.,False,False,False,False,False,False,0,"Vendor Gill, Romero and Rodriguez | dept Finance | Consulting | amount 34752.42 USD | paid via Cheque at hour 15 | Analysis seat relate specific history professional."
8a868a3f-6253-4ad8-bb02-45f5bba13291,f6d89681-ac67-48a2-9b07-48b7dd1d30c2,Ramos PLC,IT,Travel,53613.26,USD,ACH,2026-05-07,14,Mrs. Amanda Shaw,Forward beyond suddenly between treat address century that.,False,False,False,False,False,False,0,Vendor Ramos PLC | dept IT | Travel | amount 53613.26 USD | paid via ACH at hour 14 | Forward beyond suddenly between treat address century that.
73f53fad-269e-4896-9e69-aef53a0890cf,f6d89681-ac67-48a2-9b07-48b7dd1d30c2,Ramos PLC,Marketing,Travel,28140.72,USD,Wire,2026-06-03,9,Richard Baker,Realize power system system teacher here first responsibility.,False,False,False,False,False,False,0,Vendor Ramos PLC | dept Marketing | Travel | amount 28140.72 USD | paid via Wire at hour 9 | Realize power system system teacher here first responsibility.
8843b061-796b-424e-a74e-9300914a220c,4aa00b85-929f-48ca-94c6-5f8564294040,Mcbride-Rodriguez,Marketing,Software,59279.6,USD,Corporate Card,2026-04-25,15,Amanda Jones,Range explain dinner bed within set region beyond.,False,False,False,False,False,False,0,Vendor Mcbride-Rodriguez | dept Marketing | Software | amount 59279.6 USD | paid via Corporate Card at hour 15 | Range explain dinner bed within set region beyond.
9f705a35-11a2-41fe-9a9a-7766ecd6e0ab,ac343645-6ed0-417d-898e-2c48859cb036,Rose-Obrien,Operations,Consulting,49918.87,USD,Cheque,2026-01-07,10,Allen Nguyen,Fall hear certainly most.,False,False,False,False,False,False,0,Vendor Rose-Obrien | dept Operations | Consulting | amount 49918.87 USD | paid via Cheque at hour 10 | Fall hear certainly most.
8819d3fc-1451-4411-b25e-8f0854632a41,1ca541fc-8e14-46cd-9b3f-9949ced2da1f,Trujillo Group,HR,Marketing,50471.84,USD,Corporate Card,2026-03-21,16,Carolyn Miller,People drive tree central leave effect.,False,False,False,False,False,False,0,Vendor Trujillo Group | dept HR | Marketing | amount 50471.84 USD | paid via Corporate Card at hour 16 | People drive tree central leave effect.
6b2619b2-aa02-4655-9a47-3301b3df1cbd,a9887757-db3e-40ac-b3b0-95384cd80b94,"Sellers, George and Burns",IT,Software,42955.92,USD,Wire,2026-01-23,12,Robert Santana,Citizen kid generation onto police interesting economic.,False,False,False,False,False,False,0,"Vendor Sellers, George and Burns | dept IT | Software | amount 42955.92 USD | paid via Wire at hour 12 | Citizen kid generation onto police interesting economic."
3134ba93-99f1-4387-9443-1188315d4f44,342ac83c-33a2-4396-ba71-329602148816,Moore-Bernard,HR,Office Supplies,9474.42,USD,Cheque,2026-05-11,10,James Webb,High grow fast recognize against.,False,False,False,False,False,False,0,Vendor Moore-Bernard | dept HR | Office Supplies | amount 9474.42 USD | paid via Cheque at hour 10 | High grow fast recognize against.
3ca6b07c-e355-4979-b420-cb38848f8969,ffc059ff-f27d-4c09-bf92-a5f0d67bfbc7,"Gill, Romero and Rodriguez",Sales,Consulting,32785.36,USD,Cheque,2026-05-08,8,Adam Grimes,Treat seat strategy.,False,False,False,False,False,False,0,"Vendor Gill, Romero and Rodriguez | dept Sales | Consulting | amount 32785.36 USD | paid via Cheque at hour 8 | Treat seat strategy."
75119185-4378-4429-ac1b-37c23185f0c4,885f18ed-c2ef-480a-9844-d922d9464292,Smith PLC,Marketing,Services,56790.69,USD,ACH,2026-05-22,2,Crystal Pham,Pm per question return process.,False,False,False,True,False,False,1,Vendor Smith PLC | dept Marketing | Services | amount 56790.69 USD | paid via ACH at hour 2 | Pm per question return process.
dad954df-7877-44f6-a02f-838a174fd66a,eaf59706-b441-4942-b707-73fdbb8a1d7b,"Richards, Hurst and Ross",Operations,Software,51280.15,USD,Cheque,2026-05-10,16,Stephanie Lucas,Small almost half capital travel.,False,False,False,False,False,False,0,"Vendor Richards, Hurst and Ross | dept Operations | Software | amount 51280.15 USD | paid via Cheque at hour 16 | Small almost half capital travel."
ce2b0965-1778-41ac-be0d-26e01f4c99c4,c5f2c4cb-56d8-4714-818a-adcf6d5c40c4,"Washington, Ryan and Cummings",HR,Services,29549.65,USD,Corporate Card,2026-02-05,14,Curtis Buchanan,Most tree store either station loss.,False,False,False,False,True,False,1,"Vendor Washington, Ryan and Cummings | dept HR | Services | amount 29549.65 USD | paid via Corporate Card at hour 14 | Most tree store either station loss."
56b2bede-3414-4eee-aba3-d0db2f60fafd,4aa00b85-929f-48ca-94c6-5f8564294040,Mcbride-Rodriguez,Finance,Software,47989.47,USD,Wire,2026-05-04,15,Gina Wilson,Cell whom team right.,False,False,False,False,False,False,0,Vendor Mcbride-Rodriguez | dept Finance | Software | amount 47989.47 USD | paid via Wire at hour 15 | Cell whom team right.
68b7445c-e40c-4d8e-9771-051836c1dc3d,0b42ebf4-9bf3-4af8-a042-3635234269c5,Lam-Hayes,IT,Office Supplies,54462.27,USD,ACH,2026-06-05,9,Regina Diaz,Add Mr lawyer pull public once.,False,False,False,False,False,False,0,Vendor Lam-Hayes | dept IT | Office Supplies | amount 54462.27 USD | paid via ACH at hour 9 | Add Mr lawyer pull public once.
24a347ae-20e7-46c3-a265-a18c0fc8c4cc,4274273a-6cb5-44fd-8c0a-3f4a1747c489,Allen-Allen,HR,Equipment,3491.94,USD,Cheque,2026-05-07,13,Ashley Hall,People wall foreign.,False,False,False,False,True,False,1,Vendor Allen-Allen | dept HR | Equipment | amount 3491.94 USD | paid via Cheque at hour 13 | People wall foreign.
55fc4649-f28a-4076-9575-007db274c983,3cfc48ba-d5cf-40d5-a65f-6a933fe55a0c,Mitchell-Horton,Operations,Services,17056.27,USD,Cheque,2026-03-29,12,Madison Marshall,Power bring animal also you.,False,False,False,False,False,False,0,Vendor Mitchell-Horton | dept Operations | Services | amount 17056.27 USD | paid via Cheque at hour 12 | Power bring animal also you.
69087caf-e7ac-405c-b359-9540d0852f9b,80e89dfe-55f8-4b3e-9d76-c1dccc589eb3,Gray Group,Marketing,Equipment,3599.09,USD,Corporate Card,2025-12-29,11,Joshua Price,Provide sea watch industry score choice.,False,False,False,False,False,False,0,Vendor Gray Group | dept Marketing | Equipment | amount 3599.09 USD | paid via Corporate Card at hour 11 | Provide sea watch industry score choice.
fe1a5de9-2ac8-4b23-9ca7-2fc430fb709a,682843f7-e7df-4384-89a2-f543f74a5c99,"Brown, Valdez and Lucas",IT,Software,45376.88,USD,Wire,2026-02-21,11,John Russell,Allow have kitchen wear talk.,False,False,False,False,False,False,0,"Vendor Brown, Valdez and Lucas | dept IT | Software | amount 45376.88 USD | paid via Wire at hour 11 | Allow have kitchen wear talk."
